Chrom	Start	End	Module	Gene
chr5	159714271	159714919	Module_30801	SLU7
chr1	160065399	160066067	Module_2581	PIGM
chr1	160065399	160066067	Module_2581	ATP1A2
chr1	160083616	160084348	Module_2585	ATP1A2
chr1	160065399	160066067	Module_2581	IGSF8
chr1	160083616	160084348	Module_2585	IGSF8
chr1	160065399	160066067	Module_2581	PEA15
chr4	160304036	160305158	Module_28883	RAPGEF2
chr1	160380102	160380871	Module_2602	VANGL2
chr1	160380102	160380871	Module_2602	COPA
chr1	160380102	160380871	Module_2602	NCSTN
chr6	160399566	160400966	Module_33173	LOC729603
chr3	160472101	160473783	Module_26960	SCARNA7
chr3	160472101	160473783	Module_26960	PPM1L
chr2	161263660	161264786	Module_21181	RBMS1
chr2	162095158	162096207	Module_21193	TANK
chr2	162095158	162096207	Module_21193	PSMD14
chr2	164593074	164593904	Module_21210	FIGN
chr1	167683522	167685159	Module_2711	MPZL1
chr5	167726917	167728065	Module_30831	WWC1
chr2	168149107	168149965	Module_21225	B3GALT1
chr2	168717923	168719230	Module_21234	B3GALT1
chr4	169753077	169754602	Module_28928	CBR4
chr5	170172598	170173308	Module_30858	RANBP17
chr5	170188170	170189331	Module_30859	RANBP17
chr2	170220113	170221454	Module_21254	BBS5
chr1	170531716	170532449	Module_2746	GORAB
chr4	171030653	171032057	Module_28956	AADAT
chr1	171267696	171268216	Module_2752	FMO4
chr2	171785570	171786610	Module_21276	GORASP2
chr2	171785570	171786610	Module_21276	TLK1
chr5	172293685	172294565	Module_30910	ERGIC1
chr5	172719197	172719705	Module_30918	STC2
chr5	173097084	173097633	Module_30934	BOD1
chr1	173990669	173991780	Module_2792	DARS2
chr1	173990669	173991780	Module_2792	RC3H1
chr1	173990669	173991780	Module_2792	CENPL
chr1	173990669	173991780	Module_2792	ZBTB37
chr1	173990669	173991780	Module_2792	GAS5
chr1	173990669	173991780	Module_2792	GAS5-AS1
chr4	173995043	173996077	Module_28958	GALNT7
chr2	174828420	174829921	Module_21325	SP3
chr1	175098893	175099683	Module_2809	MRPS14
chr1	175098893	175099683	Module_2809	KIAA0040
chr5	175263887	175264456	Module_30971	THOC3
chr5	175263887	175264456	Module_30971	CPLX2
chr5	175969605	175971286	Module_30985	RNF44
chr5	175969605	175971286	Module_30985	GPRIN1
chr5	176558884	176560004	Module_31028	ZNF346
chr5	176558884	176560004	Module_31028	FGFR4
chr5	176558884	176560004	Module_31028	NSD1
chr5	176558884	176560004	Module_31028	UIMC1
chr5	176829408	176831633	Module_31039	GRK6
chr5	176881105	176883743	Module_31041	GRK6
chr5	176881105	176883743	Module_31041	PDLIM7
chr5	176881105	176883743	Module_31041	PRR7
chr5	176881105	176883743	Module_31041	FAM193B
chr5	176881105	176883743	Module_31041	DBN1
chr3	177076975	177078076	Module_27045	TBL1XR1
chr5	177606988	177607806	Module_31067	HNRNPAB
chr5	177606988	177607806	Module_31067	PHYKPL
chr5	177606988	177607806	Module_31067	RMND5B
chr5	177606988	177607806	Module_31067	NHP2
chr5	178003460	178004822	Module_31079	COL23A1
chr5	178003460	178004822	Module_31079	CLK4
chr2	178516479	178517116	Module_21388	TTC30A
chr5	178977569	178978095	Module_31088	HNRNPH1
chr5	179105194	179106642	Module_31097	HNRNPH1
chr5	178977569	178978095	Module_31088	RUFY1
chr2	179076239	179077128	Module_21392	OSBPL6
chr5	179105194	179106642	Module_31097	CBY3
chr5	179105194	179106642	Module_31097	MAML1
chr5	179221657	179223546	Module_31099	MAML1
chr5	179105194	179106642	Module_31097	CANX
chr5	179221657	179223546	Module_31099	CANX
chr5	179221657	179223546	Module_31099	SQSTM1
chr5	179221657	179223546	Module_31099	MGAT4B
chr5	179221657	179223546	Module_31099	TBC1D9B
chr5	180229392	180230392	Module_31146	MGAT1
chr5	180236954	180237629	Module_31147	MGAT1
chr5	180229392	180230392	Module_31146	ZFP62
chr5	180236954	180237629	Module_31147	ZFP62
chr5	180229392	180230392	Module_31146	HEIH
chr5	180236954	180237629	Module_31147	HEIH
chr5	180229392	180230392	Module_31146	FLT4
chr5	180236954	180237629	Module_31147	FLT4
chr5	180229392	180230392	Module_31146	TRIM41
chr5	180236954	180237629	Module_31147	TRIM41
chr5	180229392	180230392	Module_31146	TRIM52
chr5	180236954	180237629	Module_31147	TRIM52
chr5	180229392	180230392	Module_31146	LINC00847
chr5	180236954	180237629	Module_31147	LINC00847
chr2	180725392	180726619	Module_21407	CWC22
chr2	180922461	180923213	Module_21413	CWC22
chr1	181073752	181074854	Module_2865	IER5
chr1	181097630	181098247	Module_2868	IER5
chr1	181073752	181074854	Module_2865	STX6
chr2	182275534	182276248	Module_21418	ITGA4
chr4	183369473	183370346	Module_29005	TENM3
chr3	183152595	183153411	Module_27110	LINC00888
chr3	183152595	183153411	Module_27110	MCF2L2
chr4	184018416	184019706	Module_29012	DCTD
chr4	184018416	184019706	Module_29012	WWC2
chr3	184053443	184054680	Module_27137	PSMD2
chr3	184080114	184081235	Module_27144	PSMD2
chr3	184053443	184054680	Module_27137	EIF4G1
chr3	184080114	184081235	Module_27144	EIF4G1
chr3	184053443	184054680	Module_27137	CLCN2
chr3	184077443	184077949	Module_27143	CLCN2
chr3	184080114	184081235	Module_27144	CLCN2
chr3	184053443	184054680	Module_27137	ECE2
chr3	184080114	184081235	Module_27144	ECE2
chr3	184053443	184054680	Module_27137	CAMK2N2
chr3	184080114	184081235	Module_27144	CAMK2N2
chr3	184053443	184054680	Module_27137	FAM131A
chr3	184077443	184077949	Module_27143	FAM131A
chr3	184080114	184081235	Module_27144	FAM131A
chr3	184053443	184054680	Module_27137	ALG3
chr4	185393860	185394669	Module_29030	IRF2
chr4	185537713	185538417	Module_29032	CASP3
chr4	185546852	185547447	Module_29034	CASP3
chr3	185911477	185912277	Module_27201	ETV5
chr4	187171182	187171932	Module_29092	CYP4V2
chr4	187171182	187171932	Module_29092	KLKB1
chr4	187647005	187648258	Module_29098	FAT1
chr2	190079316	190079951	Module_21483	COL5A2
chr2	189168171	189168894	Module_21471	GULP1
chr3	190079848	190080583	Module_27257	CLDN1
chr2	191512720	191514468	Module_21506	NAB1
chr2	191725530	191726356	Module_21513	GLS
chr1	192808284	192809013	Module_2924	RGS2
chr3	193851646	193853081	Module_27313	HES1
chr3	193858355	193859990	Module_27316	HES1
chr3	195784796	195785384	Module_27347	SDHAP1
chr3	195784796	195785384	Module_27347	TFRC
chr3	196259995	196260727	Module_27368	WDR53
chr3	196259995	196260727	Module_27368	FBXO45
chr3	196259995	196260727	Module_27368	RNF168
chr2	196961750	196962313	Module_21537	STK17B
chr3	197267658	197268302	Module_27406	LOC220729
chr3	197267658	197268302	Module_27406	BDH1
chr1	200331390	200331890	Module_2947	ZNF281
chr1	201316701	201317638	Module_2967	TNNT2
chr1	201316701	201317638	Module_2967	LAD1
chr1	201706656	201707182	Module_3000	IPO9
chr1	201880731	201881469	Module_3006	SHISA4
chr2	202837237	202838050	Module_21599	FZD7
chr2	202897830	202898730	Module_21604	FZD7
chr1	203296199	203297216	Module_3053	BTG2
chr1	204049267	204049916	Module_3068	SOX13
chr1	204049267	204049916	Module_3068	GOLT1A
chr1	204049267	204049916	Module_3068	ETNK2
chr1	205269884	205270986	Module_3133	NUAK2
chr1	205269884	205270986	Module_3133	TMCC2
chr1	205269884	205270986	Module_3133	DSTYK
chr1	205600196	205601490	Module_3163	ELK4
chr1	205600196	205601490	Module_3163	SLC45A3
chr2	206549674	206550846	Module_21628	NRP2
chr2	206944056	206945008	Module_21636	GCSHP3
chr2	206944056	206945008	Module_21636	INO80D
chr2	206944056	206945008	Module_21636	NDUFS1
chr2	206944056	206945008	Module_21636	EEF1B2
chr2	210478150	210479220	Module_21689	MAP2
chr2	211422187	211422926	Module_21708	CPS1
chr1	213083056	213083657	Module_3291	VASH2
chr1	214462981	214463703	Module_3302	SMYD2
chr1	214490526	214491085	Module_3304	SMYD2
chr2	217467324	217468340	Module_21752	IGFBP2
chr1	218337585	218338567	Module_3318	RRP15
chr1	218520090	218520982	Module_3325	RRP15
chr2	219187784	219189183	Module_21783	VIL1
chr2	219187784	219189183	Module_21783	AAMP
chr2	219187784	219189183	Module_21783	PNKD
chr2	219187784	219189183	Module_21783	CTDSP1
chr2	219187784	219189183	Module_21783	ARPC2
chr2	219187784	219189183	Module_21783	TMBIM1
chr2	220430121	220430798	Module_21844	OBSL1
chr2	220430121	220430798	Module_21844	STK11IP
chr2	220430121	220430798	Module_21844	CHPF
chr2	220430121	220430798	Module_21844	TMEM198
chr2	220430121	220430798	Module_21844	SLC4A3
chr2	224816781	224817495	Module_21875	WDFY1
chr2	224816781	224817495	Module_21875	MRPL44
chr2	224867699	224868820	Module_21878	SERPINE2
chr1	226297268	226298686	Module_3439	H3F3AP4
chr1	226299196	226299720	Module_3440	H3F3AP4
chr1	226309123	226309946	Module_3441	H3F3AP4
chr1	226297268	226298686	Module_3439	H3F3A
chr1	226299196	226299720	Module_3440	H3F3A
chr1	226309123	226309946	Module_3441	H3F3A
chr1	226309123	226309946	Module_3441	SDE2
chr1	227544189	227545484	Module_3474	CDC42BPA
chr2	227655650	227656811	Module_21888	IRS1
chr2	227655650	227656811	Module_21888	RHBDD1
chr1	227915768	227916776	Module_3478	JMJD4
chr1	227915768	227916776	Module_3478	SNAP47
chr1	228247191	228248778	Module_3485	MRPL55
chr1	228247191	228248778	Module_3485	C1orf35
chr1	228247191	228248778	Module_3485	ARF1
chr1	228247191	228248778	Module_3485	IBA57
chr1	230736123	230736778	Module_3550	COG2
chr1	231556235	231558518	Module_3565	TSNAX
chr1	231556235	231558518	Module_3565	EGLN1
chr1	231556235	231558518	Module_3565	SPRTN
chr1	231556235	231558518	Module_3565	EXOC8
chr1	231556235	231558518	Module_3565	C1orf131
chr1	231556235	231558518	Module_3565	GNPAT
chr2	232235066	232236121	Module_21941	B3GNT7
chr2	232240834	232242044	Module_21942	B3GNT7
chr2	232275059	232275835	Module_21949	B3GNT7
chr2	232235066	232236121	Module_21941	NCL
chr2	232478511	232479257	Module_21959	LINC00471
chr2	232530972	232531778	Module_21961	PTMA
chr2	232544773	232546157	Module_21963	PTMA
chr2	232570794	232572499	Module_21965	PTMA
chr2	232570794	232572499	Module_21965	PDE6D
chr1	232764827	232766707	Module_3579	SIPA1L2
chr2	233287663	233288929	Module_21977	ECEL1P2
chr2	233287663	233288929	Module_21977	ECEL1
chr1	233723773	233724497	Module_3591	KCNK1
chr2	233915872	233916779	Module_22006	NGEF
chr2	235403877	235404697	Module_22031	ARL4C
chr2	238383720	238384321	Module_22082	RAB17
chr2	238535548	238536913	Module_22095	RAB17
chr2	238383720	238384321	Module_22082	MLPH
chr2	239418051	239418704	Module_22140	ASB1
chr2	241758214	241759068	Module_22170	KIF1A
chr2	242302430	242303227	Module_22189	FARP2
chr2	242710786	242711387	Module_22207	D2HGDH
chr1	244012775	244014287	Module_3703	ZBTB18
chr1	244211274	244212811	Module_3707	ZBTB18
chr1	244012775	244014287	Module_3703	AKT3
chr1	244978876	244979457	Module_3717	COX20
