,T00h,T03h,T06h,T12h,T24h,T48h,T72h
scrambled_seq132_[chr1:200331580-200331750],1.61173231,1.573246724,1.71245917,1.566907433,1.412358085,1.251048962,1.34754497
scrambled_seq1326_[chr6:41139597-41139767],1.597420147,1.642391295,1.837697073,1.554661311,1.348112128,1.382381109,1.203570605
scrambled_seq1328_[chr6:42225429-42225599],1.579896039,1.623276379,1.698633696,1.662012653,1.425078901,1.567303619,1.309766908
scrambled_seq1336_[chr6:68749009-68749179],1.585893803,1.532496353,1.736578121,1.533883789,1.44896473,1.29723614,1.136933826
scrambled_seq1338_[chr6:74059125-74059295],1.575759805,1.583168302,1.685538987,1.507593911,1.407513117,1.324290601,1.31797132
scrambled_seq1350_[chr6:98484340-98484510],1.714597347,1.549878861,1.749931834,1.731373889,1.379101603,1.340359067,1.310483615
scrambled_seq1352_[chr6:102164822-102164992],1.539824125,1.593446536,1.744387674,1.493460333,1.362511428,1.380684576,1.272078111
scrambled_seq1361_[chr6:137278019-137278189],1.606349916,1.428342916,1.717665752,1.6118954,1.491447602,1.72125602,1.557622346
scrambled_seq1390_[chr7:4079727-4079897],1.599872855,1.506630343,1.717697457,1.659314936,1.399523367,1.373263282,1.186830697
scrambled_seq1393_[chr7:5463625-5463795],1.607540421,1.683913398,1.898310279,1.654205562,1.477216666,1.385553365,1.345018588
scrambled_seq1396_[chr7:8402751-8402921],1.587107377,1.607786893,1.764404523,1.658903122,1.504612956,1.255877495,1.106523118
scrambled_seq140_[chr1:205414111-205414281],1.550383949,1.520558964,1.731814302,1.399157329,1.345586203,1.348639611,1.215986786
scrambled_seq142_[chr1:205419051-205419221],1.68439315,1.706988748,1.919974338,1.735954305,1.653248865,1.479320555,1.31244928
scrambled_seq1422_[chr7:69808587-69808757],1.373617732,1.550323125,1.608733659,1.642235318,1.406650197,1.125533131,1.363280447
scrambled_seq1426_[chr7:73157351-73157521],1.566538561,1.53835266,1.699421834,1.552755265,1.475235966,1.405285146,1.324591125
scrambled_seq1431_[chr7:74042354-74042524],1.609608197,1.674035631,1.824078478,1.639226165,1.509176076,1.342188438,1.278897174
scrambled_seq1475_[chr7:129483482-129483652],1.521085122,1.573970385,1.852601442,1.502854288,1.532521459,1.293578277,1.232862478
scrambled_seq1481_[chr7:141130676-141130846],1.672634059,1.726951175,1.90072365,1.63202854,1.542029037,1.41212232,1.219667092
scrambled_seq1505_[chr8:72836323-72836493],1.604515672,1.5527858,1.768774612,1.559379627,1.448426455,1.31110246,1.315994475
scrambled_seq151_[chr1:224352596-224352766],1.473621937,1.58621099,1.798928355,1.896143376,1.544227824,1.463526611,1.438791695
scrambled_seq1515_[chr8:103918612-103918782],1.496843667,1.543550812,1.655903704,1.598028025,1.551067397,1.458055618,1.366608727
scrambled_seq1520_[chr8:120988917-120989087],1.69093891,1.554294364,1.865874515,1.668063669,1.639318631,1.435635444,1.306343699
scrambled_seq1529_[chr8:132986374-132986544],1.858025471,1.787057765,1.902243983,1.757512578,1.461177109,1.379152885,1.505073786
scrambled_seq1539_[chr9:14542265-14542435],1.479831907,1.498073906,1.791228265,1.498538509,1.372872313,1.294091737,1.197863629
scrambled_seq1541_[chr9:15138342-15138512],1.633959546,1.631493396,1.819587779,1.631104517,1.346284448,1.307535263,1.215394264
scrambled_seq1556_[chr9:71487184-71487354],1.705334145,1.521314192,1.83783433,1.593824964,1.552256051,1.20970606,1.416158954
scrambled_seq1565_[chr9:81053201-81053371],1.588358449,1.572247998,1.849130278,1.60283374,1.542837875,1.366660637,1.400184555
scrambled_seq1577_[chr9:98517200-98517370],1.572871562,1.52439807,1.726212754,1.529729129,1.385416855,1.347112499,1.160991898
scrambled_seq158_[chr1:233249268-233249438],1.471429182,1.354611961,1.707269925,1.362692962,1.189668375,1.272878247,1.135243361
scrambled_seq1581_[chr9:100290832-100291002],1.668389596,1.652669071,1.996308875,1.632186293,1.503427592,1.460842376,1.147642733
scrambled_seq1585_[chr9:107900708-107900878],1.782924683,1.813957834,2.004624377,1.616432518,1.684040266,1.477808577,1.402626562
scrambled_seq1593_[chr9:129439154-129439324],1.484747934,1.537589495,1.691013939,1.58683214,1.469472732,1.450644622,1.329789364
scrambled_seq1598_[chr9:132319853-132320023],1.585635195,1.685319401,1.92271866,1.69013531,1.551467188,1.477718429,1.465242718
scrambled_seq1605_[chr9:137220398-137220568],1.477568442,1.48967564,1.707476924,1.455263,1.504111608,1.275023108,1.257927723
scrambled_seq1608_[chr9:139694549-139694719],1.499486119,1.592218568,1.787593942,1.628912307,1.473976862,1.32934475,1.178381542
scrambled_seq1610_[chr9:140189912-140190082],1.504989057,1.584668715,1.786441229,1.641796782,1.777557102,1.50917859,1.75311465
scrambled_seq1628_[chr1:23697403-23697573],1.617942456,1.537654225,1.821983205,1.563543031,1.387168734,1.330044949,1.207774018
scrambled_seq1634_[chr1:43761250-43761420],1.635551639,1.383228403,1.67173714,1.467431409,1.510990689,1.472955755,1.260924589
scrambled_seq1646_[chr1:95057998-95058168],1.567655365,1.498091176,1.739194164,1.593347056,1.392982866,1.484375071,1.294194369
scrambled_seq1653_[chr1:204972716-204972886],1.593226399,1.465582007,1.689814786,1.465301836,1.506623057,1.315815382,1.163437174
scrambled_seq1656_[chr1:242099732-242099902],1.622697815,1.741362447,1.876044704,1.490572749,1.50897956,1.322492593,1.184745175
scrambled_seq1660_[chr10:49482892-49483062],1.56403814,1.510525668,1.725662808,1.499252914,1.480026158,1.4904061,1.288037268
scrambled_seq1675_[chr10:105564785-105564955],1.4390697,1.511892569,1.605100957,1.535856256,1.535235841,1.531125279,1.403096349
scrambled_seq168_[chr1:244978973-244979143],1.585123644,1.503918778,1.720402456,1.546622899,1.3640423,1.327400504,1.273813665
scrambled_seq169_[chr10:2243990-2244160],1.578263467,1.569319517,1.761966092,1.523907347,1.479515069,1.39872009,1.244689327
scrambled_seq1732_[chr12:128823529-128823699],1.642669123,1.63324768,1.912556932,1.641114926,1.497716242,1.44880267,1.297205684
scrambled_seq1737_[chr13:36429898-36430068],1.568056045,1.485078179,2.001141372,1.43397529,1.437400571,1.391384016,1.278734899
scrambled_seq1738_[chr13:47064324-47064494],1.568071754,1.458025841,1.628831031,1.480118627,1.39447443,1.331487469,1.460806279
scrambled_seq1746_[chr13:107181531-107181701],1.492871345,1.479862074,1.724118573,1.6397634,1.507099625,1.455450786,1.44954137
scrambled_seq1751_[chr14:63401437-63401607],1.566358613,1.430789823,1.668281448,1.421436109,1.428787468,1.495457387,1.240541347
scrambled_seq1754_[chr14:66423693-66423863],1.634181211,1.589839878,1.711134471,1.603680776,1.489045509,1.370764889,1.343467494
scrambled_seq1778_[chr15:60410922-60411092],1.607605748,1.571559389,1.950054204,1.638463263,1.574897858,1.386096836,1.244752899
scrambled_seq1782_[chr15:70615448-70615618],1.596138319,1.503125423,1.77103722,1.595181298,1.410726593,1.445089463,1.338404583
scrambled_seq1788_[chr15:97289974-97290144],1.541949738,1.580748058,1.774587983,1.57592296,1.522651309,1.353224146,1.373911196
scrambled_seq1791_[chr16:10102105-10102275],1.647529273,1.632266237,1.541245876,1.414149107,1.310512677,1.572477972,1.377145516
scrambled_seq1793_[chr16:51704602-51704772],1.59689332,1.536607158,1.810427439,1.519456336,1.443798839,1.359842444,1.407176946
scrambled_seq1800_[chr16:54624854-54625024],1.449739423,1.540830149,1.704397214,1.58544008,1.543917751,1.491456304,1.325647446
scrambled_seq1818_[chr17:33026307-33026477],1.46686027,1.465523294,1.782350174,1.554102315,1.499145529,1.375000957,1.356351862
scrambled_seq1830_[chr18:10332550-10332720],1.735553779,1.572312345,1.983181431,1.561678366,1.485977396,1.51679733,1.2201738
scrambled_seq1844_[chr2:8393569-8393739],1.521286953,1.398463956,1.708546992,1.51086694,1.447620404,1.31823432,1.389079136
scrambled_seq1854_[chr2:66725562-66725732],1.590451502,1.563683539,1.69360194,1.59154447,1.379217468,1.341090344,1.328733248
scrambled_seq1857_[chr2:80380435-80380605],1.529157453,1.607054683,1.704405382,1.520650058,1.516602345,1.392211671,1.291827728
scrambled_seq1869_[chr2:208678038-208678208],1.465351702,1.430806747,1.651130553,1.664388157,1.389561808,1.46682144,1.3388396
scrambled_seq1876_[chr2:222314148-222314318],1.593650895,1.668028549,1.727703524,1.628462562,1.418518623,1.472461501,1.254481517
scrambled_seq188_[chr10:55118822-55118992],1.501503967,1.458123336,1.685154656,1.435088187,1.492189806,1.200596356,1.121358484
scrambled_seq1909_[chr22:21325480-21325650],1.53322808,1.511754576,1.73449643,1.682023478,1.446188536,1.446542757,1.367033768
scrambled_seq1914_[chr22:27898396-27898566],1.511162057,1.615639957,1.638574728,1.468649359,1.313623253,1.340819218,1.389090687
scrambled_seq1945_[chr4:10537716-10537886],1.778950302,1.654635105,1.728683126,1.664177844,1.455451238,1.301887407,1.287576261
scrambled_seq1951_[chr4:113982113-113982283],1.714957434,1.697445396,1.717958581,1.628144277,1.411268788,1.404937453,1.230091019
scrambled_seq1976_[chr5:146712246-146712416],1.550474094,1.545374938,1.67261228,1.387003237,1.576928586,1.220211036,1.334905365
scrambled_seq198_[chr10:74516842-74517012],1.399303669,1.553289629,1.77318188,1.528825458,1.439585775,1.37925386,1.24875547
scrambled_seq1981_[chr6:18748530-18748700],1.502766554,1.536183737,1.874418391,1.78087275,1.669183764,1.527548042,1.333119331
scrambled_seq1985_[chr6:89186204-89186374],1.55343198,1.572895172,1.799677153,1.480329035,1.357966329,1.532707266,1.17090189
scrambled_seq1990_[chr6:115257347-115257517],1.628946946,1.647283871,1.773485901,1.612315062,1.442253326,1.505237134,1.375646512
scrambled_seq1995_[chr6:140209846-140210016],1.874440977,1.767064522,1.896259257,1.667614173,1.79467712,1.517566893,1.232726314
scrambled_seq2004_[chr7:31750003-31750173],1.575910208,1.649744477,1.796489659,1.497776408,1.574104286,1.512389548,1.417477049
scrambled_seq2014_[chr7:121969304-121969474],1.658870054,1.727870466,1.883315695,1.646025918,1.483331527,1.370805351,1.32296882
scrambled_seq2021_[chr8:34273191-34273361],1.56596274,1.56626133,1.857667378,1.483711728,1.586705829,1.340079353,1.326293402
scrambled_seq2029_[chr8:89100768-89100938],1.547631424,1.619670109,1.77772914,1.458803864,1.421579248,1.266537402,1.281786916
scrambled_seq203_[chr10:77842878-77843048],1.894900255,1.771162979,1.969766717,1.807656217,1.789460621,1.542855589,1.606691832
scrambled_seq2035_[chr8:139892955-139893125],1.469804727,1.582634012,1.665240499,1.444184494,1.271691376,1.223543713,1.188230684
scrambled_seq2036_[chr9:3954423-3954593],1.595930931,1.718767992,1.914830416,1.513577963,1.620805227,1.325702623,1.265984228
scrambled_seq2073_[chr1:38709916-38710086],1.466164838,1.396254171,1.628622634,1.45145062,1.353313966,1.296111151,1.121614049
scrambled_seq2081_[chr11:31885099-31885269],1.726368875,1.405905021,1.702735404,1.423310695,1.415630211,1.299732658,1.265268882
scrambled_seq2095_[chr13:112861551-112861721],1.600121355,1.622367608,1.816535329,1.555410155,1.464293486,1.286284936,1.237219917
scrambled_seq2107_[chr18:22559278-22559448],1.618567167,1.682778206,1.916490911,1.668229193,1.559935427,1.407966474,1.305530261
scrambled_seq2118_[chr2:2295765-2295935],1.609684823,1.646073742,1.912476812,1.575022162,1.406510409,1.371354115,1.254574704
scrambled_seq2121_[chr2:2547179-2547349],1.588219845,1.53327764,1.712787666,1.533151378,1.541453721,1.294941414,1.1065262
scrambled_seq2129_[chr3:181598213-181598383],1.558149664,1.762014851,1.820147087,1.572728888,1.427798766,1.457544876,1.416243701
scrambled_seq2150_[chr9:126872684-126872854],1.881905014,1.921158761,2.155405708,1.775786897,1.87972951,1.581196649,1.315117797
scrambled_seq2157_[chr14:57431658-57431828],1.614380565,1.453632827,1.788530202,1.764270708,1.643349797,1.505324039,1.496611554
scrambled_seq2173_[chr1:3017826-3017996],1.795844438,1.726318936,2.005078903,1.67838125,1.636728027,1.436803721,1.289691245
scrambled_seq2224_[chr1:212781662-212781832],1.828691055,1.87142051,2.13966135,1.877991009,1.673893827,1.557895511,1.275649106
scrambled_seq2247_[chr12:739907-740077],1.544381464,1.518623256,1.737765422,1.565476608,1.410581928,1.48408899,1.285865009
scrambled_seq2254_[chr13:38488965-38489135],1.531601091,1.674824999,1.786258543,1.627399339,1.414569186,1.531770948,1.24929183
scrambled_seq2265_[chr17:55483949-55484119],1.593779801,1.638003889,1.758686134,1.606285636,1.554283405,1.295614245,1.152201973
scrambled_seq2291_[chr6:113908526-113908696],1.803978044,1.568161772,1.877103979,1.695696596,1.655559952,1.577191601,1.427372135
scrambled_seq23_[chr1:15835444-15835614],1.428089117,1.397511254,1.642500245,1.514831306,1.380692829,1.272554017,1.128436141
scrambled_seq230_[chr10:115069503-115069673],1.66700686,1.676625732,1.884294944,1.670020181,1.561175127,1.54216765,1.187767295
scrambled_seq258_[chr11:10373615-10373785],1.539037716,1.43946071,1.614121404,1.404474241,1.349872675,1.398472807,1.221994412
scrambled_seq27_[chr1:17764256-17764426],1.450752394,1.478255643,1.764203872,1.783118978,1.174306602,1.375964785,1.284823347
scrambled_seq278_[chr11:32094890-32095060],1.62819445,1.629993908,1.824937294,1.683317037,1.532407142,1.415748141,1.233776556
scrambled_seq306_[chr11:75229939-75230109],1.405587438,1.266922333,1.53839489,1.347721494,1.343581657,1.332702074,1.299509355
scrambled_seq316_[chr11:94390247-94390417],1.627360217,1.609751395,1.82911461,1.624530984,1.410261406,1.386248853,1.365579571
scrambled_seq328_[chr11:114348950-114349120],1.486809571,1.378362237,1.509537433,1.528979367,1.490630442,1.719493707,1.378186579
scrambled_seq359_[chr12:30037968-30038138],1.599549821,1.734651066,1.712327647,1.708688571,1.607865123,1.342042671,1.60684058
scrambled_seq364_[chr12:32607106-32607276],1.498491041,1.46829438,1.719271307,1.787396017,1.505970261,1.272614576,1.259243853
scrambled_seq365_[chr12:32607896-32608066],1.64936352,1.507576603,1.711801294,1.59968737,1.31843858,1.430210912,1.1952335
scrambled_seq369_[chr12:42361962-42362132],1.572748473,1.635644935,1.833226039,1.625900935,1.399081497,1.549917389,1.410752238
scrambled_seq375_[chr12:50276267-50276437],1.57504126,1.524542112,1.811248713,1.493838231,1.390376945,1.333319239,1.28764904
scrambled_seq4_[chr1:3269378-3269548],1.656259807,1.785802326,1.958721125,1.673536327,1.600384265,1.418686103,1.227858325
scrambled_seq400_[chr12:95550249-95550419],1.65945691,1.596129363,1.877534085,1.677465362,1.501092366,1.316037187,1.199268257
scrambled_seq409_[chr12:108029226-108029396],1.432506766,1.48389522,1.758098691,1.53094437,1.367058092,1.452784264,1.350839805
scrambled_seq427_[chr12:119527148-119527318],1.387945505,1.641882914,1.604124787,1.629420835,1.470279114,1.360680368,1.42962324
scrambled_seq431_[chr12:122851418-122851588],1.524996496,1.442929947,1.714595326,1.552585855,1.4511978,1.313948672,1.326996686
scrambled_seq434_[chr12:130356635-130356805],1.382958784,1.231458517,1.513766377,1.459417358,1.479102418,1.420423885,1.569266388
scrambled_seq448_[chr13:41254860-41255030],1.653310071,1.569744366,1.729558555,1.619228035,1.493942992,1.332271771,1.182960097
scrambled_seq456_[chr13:60053143-60053313],1.600759778,1.655552344,1.894813434,1.585140621,1.55608132,1.450821782,1.354863669
scrambled_seq458_[chr13:60162664-60162834],1.671241011,1.703996065,1.761749764,1.572259551,1.502199958,1.482628763,1.204193089
scrambled_seq47_[chr1:27919277-27919447],1.506070444,1.445834154,1.718613543,1.493014212,1.3863421,1.283171477,1.149321365
scrambled_seq492_[chr14:61969467-61969637],1.532793793,1.502699188,1.716032203,1.52627019,1.40225492,1.202200757,1.280474818
scrambled_seq496_[chr14:65801656-65801826],1.439901574,1.568177091,1.614589364,1.613305886,1.373970553,1.332749596,1.187282653
scrambled_seq5_[chr1:3566617-3566787],1.571873718,1.646973945,1.727545898,1.629940693,1.491494278,1.409529455,1.276571874
scrambled_seq503_[chr14:71122258-71122428],1.661580436,1.789758523,1.951549573,1.739000018,1.584387259,1.490704049,1.32345339
scrambled_seq510_[chr14:75745100-75745270],1.628722337,1.662166124,1.914161512,1.604027405,1.46215537,1.351207407,1.184803417
scrambled_seq533_[chr15:34506439-34506609],1.670594138,1.646421812,1.799584788,1.54418452,1.416601237,1.373048402,1.335387528
scrambled_seq544_[chr15:57491115-57491285],1.605643238,1.575327066,1.815290862,1.571638423,1.437649801,1.222280169,1.164409594
scrambled_seq548_[chr15:59646791-59646961],1.589799363,1.399591239,1.68374911,1.617530292,1.324125978,1.270917289,1.271812892
scrambled_seq577_[chr15:83632341-83632511],1.597181744,1.517472925,1.647122922,1.433255746,1.274876667,1.352539607,1.161836289
scrambled_seq604_[chr16:6393249-6393419],1.55896213,1.600927625,1.874156063,1.53170161,1.404644567,1.389825101,1.328480383
scrambled_seq615_[chr16:26997150-26997320],1.482391537,1.517676988,1.780689215,1.453900615,1.358251397,1.112889613,1.148500414
scrambled_seq620_[chr16:48352638-48352808],1.611369282,1.569084162,1.584938581,1.53495173,1.362694907,1.328340387,1.247307468
scrambled_seq638_[chr16:69112016-69112186],1.711951369,1.683331996,1.792246189,1.53813718,1.475296027,1.374436055,1.293648658
scrambled_seq651_[chr16:87887325-87887495],1.602176426,1.571206394,1.825293355,1.598803002,1.497799722,1.432201249,1.246763108
scrambled_seq652_[chr17:585089-585259],1.438459176,1.609562762,1.641913657,1.520405951,1.310675381,1.451748982,1.174836688
scrambled_seq695_[chr17:60902266-60902436],1.461830594,1.450548104,1.825473209,1.567791639,1.422117946,1.372574853,1.254663249
